Source,Target
135183981456,157673064274811
135183981456,111083639108
135183981456,328134627232313
135183981456,76600342106
135183981456,159718869807
135183981456,13881287428
135183981456,83469258213
135183981456,243348372382940
135183981456,156703381062740
135183981456,180222734920
135183981456,43394094549
135183981456,130951572913
135183981456,216906001665
135183981456,134969514604
135183981456,106181099413158
135183981456,166905460021856
135183981456,120575041361708
135183981456,132510385387
135183981456,203952784866
135183981456,144730952299927
135183981456,150557278349672
135183981456,49338439823
135183981456,58559231501
135183981456,213934477785
135183981456,93573742367
135183981456,312424259859
135183981456,59699097994
135183981456,127426714005407
135183981456,20372413613
135183981456,76987199907
135183981456,125649467451991
135183981456,266645466733499
135183981456,25761832136
135183981456,117954511569389
135183981456,112017302146707
135183981456,155273821174084
135183981456,8225136001
135183981456,116549046074
135183981456,54265089285
135183981456,115995514147
135183981456,324335447580136
135183981456,137330428222
135183981456,149134105144999
135183981456,99382526928
135183981456,121497171230415
135183981456,198285270144
135183981456,170239876369800
135183981456,93884015912
135183981456,92998025878
135183981456,130861766934592
135183981456,105029386685
135183981456,182092075144688
135183981456,191979232143
135183981456,50408313373
135183981456,11734549978
135183981456,47808277279
135183981456,195091258523
135183981456,13709844962
135183981456,129918700359328
135183981456,115420295199789
135183981456,144517698936248
135183981456,146715228725571
135183981456,25142497004
135183981456,125747337439637
135183981456,17847686393
135183981456,274399593004
135183981456,11081890741
135183981456,373216315044
135183981456,229125627120605
135183981456,107185055990011
135183981456,103257143091436
135183981456,23497828950
135183981456,110718562307387
135183981456,17284924915
135183981456,161570827288
135183981456,103438133044747
135183981456,130046717009497
135183981456,92120452544
135183981456,175660281349
135183981456,102178198079
135183981456,350583836977
135183981456,115589218473188
135183981456,181507858187
135183981456,68418678435
135183981456,122562921142247
135183981456,162045410483521
135183981456,240100639386152
135183981456,87618109286
135183981456,61876535793
135183981456,126364137401604
135183981456,120644094631897
135183981456,6185812851
135183981456,129527840422435
135183981456,165706732899
135183981456,97341453422
135183981456,170495263009764
135183981456,13657467855
135183981456,266973666658647
135183981456,154348744649773
135183981456,129714579708
135183981456,45074023500
135183981456,108424279189115
135183981456,150726624473
135183981456,338722822091
135183981456,151794278190601
135183981456,120624356334
135183981456,352155626910
135183981456,45099769719
135183981456,15672033850
135183981456,158150344210154
135183981456,77206255108
135183981456,417021215171668
135183981456,60316618051
135183981456,45053916030
135183981456,109592195726412
135183981456,110534865635330
135183981456,138647886207883
135183981456,25440929072
135183981456,24253428991
135183981456,5281959998
135183981456,23480236447
135183981456,176999952314969
135183981456,103118119727850
135183981456,119628288098941
135183981456,340711315527
135183981456,123334484346296
135183981456,314077407675
135183981456,18543728314
135183981456,98934992430
135183981456,8646783651
135183981456,90726807687
135183981456,142271415829971
135183981456,5518834980
135183981456,71998012017
135183981456,9351577890
135183981456,8254939527
135183981456,39772141339
135183981456,70041190740
135183981456,120372675203
135183981456,1606969219532748
135183981456,60870934988
135183981456,67955079694
135183981456,110092350139
135183981456,211934390170
135183981456,59161656653
98934992430,134493706634418
98934992430,5281959998
98934992430,176999952314969
98934992430,123334484346296
98934992430,340711315527
98934992430,314077407675
98934992430,8646783651
98934992430,1606969219532748
98934992430,135183981456
98934992430,142271415829971
98934992430,5518834980
98934992430,83761435519
98934992430,71998012017
98934992430,9351577890
98934992430,8254939527
98934992430,39772141339
98934992430,70041190740
98934992430,120372675203
98934992430,60870934988
98934992430,67955079694
98934992430,211934390170
98934992430,110092350139
98934992430,59161656653
98934992430,90726807687
90726807687,147273911982408
90726807687,5281959998
90726807687,5518834980
71998012017,5281959998
71998012017,176999952314969
71998012017,314077407675
71998012017,135183981456
71998012017,211934390170
71998012017,98934992430
71998012017,90726807687
71998012017,110092350139
71998012017,8646783651
71998012017,142271415829971
71998012017,5518834980
71998012017,9351577890
71998012017,8254939527
71998012017,39772141339
71998012017,70041190740
71998012017,120372675203
71998012017,1606969219532748
71998012017,60870934988
71998012017,67955079694
71998012017,59161656653
8254939527,5281959998
8254939527,176999952314969
8254939527,340711315527
8254939527,123334484346296
8254939527,314077407675
8254939527,135183981456
8254939527,211934390170
8254939527,98934992430
8254939527,90726807687
8254939527,110092350139
8254939527,8646783651
8254939527,71998012017
8254939527,70041190740
8254939527,67955079694
8254939527,5518834980
8254939527,9351577890
8254939527,142271415829971
8254939527,1606969219532748
8254939527,120372675203
8254939527,59161656653
8254939527,60870934988
8254939527,39772141339
120372675203,5281959998
120372675203,176999952314969
120372675203,340711315527
120372675203,123334484346296
120372675203,314077407675
120372675203,135183981456
120372675203,211934390170
120372675203,98934992430
120372675203,90726807687
120372675203,110092350139
120372675203,8646783651
120372675203,71998012017
120372675203,70041190740
120372675203,67955079694
120372675203,5518834980
120372675203,8254939527
120372675203,39772141339
120372675203,9351577890
120372675203,142271415829971
120372675203,1606969219532748
120372675203,59161656653
120372675203,60870934988
60870934988,100602340007086
60870934988,140162739346559
60870934988,142474049098533
60870934988,98658495398
60870934988,598356233569407
60870934988,9124187907
60870934988,114945745226947
60870934988,114528955231791
60870934988,5281959998
60870934988,146089950343
60870934988,176999952314969
60870934988,146984572566
60870934988,314077407675
60870934988,135183981456
60870934988,211934390170
60870934988,98934992430
60870934988,90726807687
60870934988,110092350139
60870934988,8646783651
60870934988,71998012017
60870934988,70041190740
60870934988,67955079694
60870934988,5518834980
60870934988,8254939527
60870934988,39772141339
60870934988,9351577890
60870934988,142271415829971
60870934988,1606969219532748
60870934988,120372675203
60870934988,59161656653
1606969219532748,1545690368981813
1606969219532748,689907071131476
1606969219532748,38723076079
1606969219532748,38508744012
1606969219532748,294113087443680
1606969219532748,55290780338
1606969219532748,183829085147993
1606969219532748,176999952314969
1606969219532748,340711315527
1606969219532748,123334484346296
1606969219532748,314077407675
1606969219532748,181548405298864
1606969219532748,142271415829971
1606969219532748,173455642668373
1606969219532748,105307012882667
1606969219532748,98934992430
1606969219532748,8254939527
1606969219532748,224773690470
1606969219532748,9258148868
1606969219532748,109184362434201
1606969219532748,5518834980
1606969219532748,14516439825
1606969219532748,13927915491
1606969219532748,153491058028703
1606969219532748,1453472561556218
1606969219532748,5281959998
39772141339,1460653517503598
39772141339,5281959998
39772141339,176999952314969
39772141339,340711315527
39772141339,123334484346296
39772141339,314077407675
39772141339,135183981456
39772141339,211934390170
39772141339,98934992430
39772141339,90726807687
39772141339,110092350139
39772141339,8646783651
39772141339,71998012017
39772141339,70041190740
39772141339,67955079694
39772141339,5518834980
39772141339,8254939527
39772141339,9351577890
39772141339,1606969219532748
39772141339,120372675203
39772141339,59161656653
39772141339,60870934988
39772141339,142271415829971
142271415829971,5281959998
5518834980,47569381734
5518834980,156195014444203
5518834980,39075508091
5518834980,181548405298864
5518834980,14516439825
5518834980,1002391179791389
5518834980,105307012882667
5518834980,1545690368981813
5518834980,104128669623294
5518834980,109184362434201
5518834980,153491058028703
5518834980,272168059517312
5518834980,253591661347566
5518834980,20957710121
5518834980,50165436461
5518834980,107741842586621
5518834980,1378177609157390
5518834980,26503416939
5518834980,20766262306
5518834980,65907876468
5518834980,5281959998
5518834980,90753064075
5518834980,176999952314969
5518834980,340711315527
5518834980,123334484346296
5518834980,314077407675
5518834980,135183981456
5518834980,211934390170
5518834980,98934992430
5518834980,90726807687
5518834980,8254939527
5518834980,142271415829971
5518834980,1606969219532748
5518834980,39772141339
5518834980,17542112455
5518834980,22241698456
5518834980,7204523707
5518834980,13590051972
5518834980,20959866432
5518834980,10572623775
5518834980,7722689875
5518834980,316698395087275
5518834980,293828327300457
5518834980,409724172486718
5518834980,10109514234
5518834980,128450347241247
5518834980,164637176974573
9351577890,1591242857796309
9351577890,276582955873230
9351577890,525911357513470
9351577890,23497828950
9351577890,232843448409
9351577890,1430063890555064
9351577890,1413858742171052
9351577890,262444655369
9351577890,216311481960
9351577890,112791451329
9351577890,180620208729803
9351577890,165460226798426
9351577890,34348350528
9351577890,20778076336
9351577890,17893008278
9351577890,29057838653
9351577890,10643211755
9351577890,13320939444
9351577890,38423635680
9351577890,29259828486
9351577890,9258148868
9351577890,190076114410210
9351577890,5281959998
9351577890,176999952314969
9351577890,314077407675
9351577890,135183981456
9351577890,211934390170
9351577890,98934992430
9351577890,90726807687
9351577890,110092350139
9351577890,8646783651
9351577890,69995881826
9351577890,71998012017
9351577890,70041190740
9351577890,67955079694
9351577890,5518834980
9351577890,8254939527
9351577890,39772141339
9351577890,142271415829971
9351577890,1606969219532748
9351577890,120372675203
9351577890,59161656653
9351577890,60870934988
171739822858751,161972884003991
171739822858751,19440638720
171739822858751,1002391179791389
171739822858751,104128669623294
171739822858751,33796084659
171739822858751,140162739346559
171739822858751,23497828950
171739822858751,5281959998
171739822858751,20778076336
171739822858751,29092950651
171739822858751,10643211755
171739822858751,9258148868
38234604057,40449345976
38234604057,1002391179791389
38234604057,5518834980
38234604057,9411224013
38234604057,5281959998
38234604057,5953023255
38234604057,20778076336
38234604057,8544515249
38234604057,29259828486
38234604057,133236186703780
38234604057,10643211755
38234604057,33796084659
38234604057,176999952314969
38234604057,21557622350
38234604057,47569381734
38234604057,9258148868
389573187852,5281959998
389573187852,9258148868
389573187852,161972884003991
29589997195,54971236771
29589997195,96191425588
29589997195,10643211755
29589997195,111553948865121
29589997195,120364577581
54971236771,118107518236480
54971236771,118399218208571
54971236771,110938085622842
117824668230022,19440638720
117824668230022,22534272968
117824668230022,54971236771
29092950651,9258148868
29092950651,29259828486
29092950651,228735667216
29092950651,10643211755
29092950651,5281959998
29092950651,203906229622591
7720276612,13259856990
205587662814254,228735667216
205587662814254,105307012882667
205587662814254,23497828950
205587662814254,29092950651
205587662814254,256321580087
205587662814254,30037047899
205587662814254,96191425588
205587662814254,17300420037
205587662814254,6115848166
205587662814254,22297920245
205587662814254,100864590107
205587662814254,10862798402
398017433603400,54971236771
189527004401568,232532740131296
118107518236480,232532740131296
118107518236480,23497828950
118107518236480,7720276612
118107518236480,114648515718
118107518236480,22534272968
118107518236480,10862798402
118107518236480,30037047899
118107518236480,10867667494
118107518236480,117824668230022
118107518236480,110938085622842
118107518236480,118399218208571
118107518236480,54971236771
118399218208571,108196582538810
118399218208571,110938085622842
118399218208571,13259856990
118399218208571,19356432310
118399218208571,23497828950
118399218208571,117824668230022
118399218208571,54971236771
30037047899,22534272968
30037047899,114648515718
35695491869,100864590107
35695491869,54971236771
35695491869,19440638720
35695491869,10862798402
10867667494,105307012882667
10867667494,21317493981
10867667494,23497828950
22534272968,30037047899
22534272968,10867667494
48206282842,199504650087085
48206282842,48958576760
48206282842,5953023255
48206282842,22202087272
55051907951,96191425588
55051907951,57270780163
55051907951,120364577581
55051907951,30037047899
55051907951,54971236771
57270780163,30037047899
57270780163,55051907951
114648515718,43331696829
114648515718,54971236771
60342206410,10862798402
60342206410,111553948865121
60342206410,57270780163
19440638720,54971236771
6115848166,22297920245
110938085622842,54971236771
22297920245,13259856990
22297920245,120364577581
22297920245,6115848166
47849178041,108196582538810
10862798402,38723076079
10862798402,232532740131296
10862798402,23497828950
10862798402,43331696829
10862798402,118107518236480
10862798402,54971236771
10862798402,19440638720
10862798402,22934684677
10862798402,22297920245
10862798402,13259856990
10862798402,19356432310
10862798402,10643211755
111553948865121,183829085147993
111553948865121,10862798402
111553948865121,105307012882667
111553948865121,17300420037
111553948865121,60342206410
111553948865121,256321580087
111553948865121,79046291175
111553948865121,13259856990
111553948865121,10643211755
111553948865121,38723076079
111553948865121,23497828950
111553948865121,54971236771
111553948865121,29589997195
111553948865121,22297920245
111553948865121,7720276612
111553948865121,19440638720
19356432310,10643211755
19356432310,19440638720
19356432310,96191425588
19356432310,5281959998
19356432310,228735667216
19356432310,105307012882667
19356432310,30037047899
19356432310,164977296972
19356432310,118399218208571
19356432310,10862798402
19356432310,35695491869
19356432310,22202087272
19356432310,118107518236480
19356432310,7204523707
19356432310,13259856990
19356432310,103921782727
19356432310,23497828950
19356432310,29092950651
22202087272,5953023255
22202087272,54971236771
22202087272,22297920245
22202087272,13259856990
22202087272,48206282842
22202087272,6193904573
22202087272,23497828950
100864590107,96191425588
96191425588,34348350528
96191425588,10867667494
96191425588,100864590107
13259856990,55290780338
13259856990,22297920245
113227068700680,181548405298864
113227068700680,29092950651
113227068700680,105307012882667
285584154813543,13320939444
285584154813543,114528955231791
285584154813543,149362828429131
285584154813543,29259828486
1569421590004076,153491058028703
789898667696109,153491058028703
111065157857,19711808736
96060366743,96060366743
32864016288,233778186637566
32864016288,55290780338
32864016288,123963360928
201755557239,37940325366
201755557239,153612958024275
201755557239,352709974289
201755557239,92998025878
201755557239,50446138018
201755557239,17786732025
201755557239,168926019255
352709974289,38723076079
352709974289,201755557239
233778186637566,19440638720
233778186637566,111376838888644
233778186637566,352709974289
233778186637566,21557622350
249373750432,181548405298864
439155026110104,9258148868
439155026110104,12770210203
439155026110104,133148554015
439155026110104,37940325366
439155026110104,17786732025
439155026110104,153612958024275
439155026110104,32864016288
29391460826,19711808736
10053803772,37469599796
110668125657816,133148554015
110668125657816,153491058028703
110668125657816,19711808736
110668125657816,29391460826
110668125657816,32864016288
263655880367185,134493706634418
263655880367185,333730193484
263655880367185,201755557239
263655880367185,108424279189115
263655880367185,20957710121
263655880367185,153612958024275
263655880367185,5281959998
263655880367185,55290780338
263655880367185,14516439825
263655880367185,10643211755
263655880367185,66194422560
263655880367185,17786732025
263655880367185,168926019255
390326921005999,55290780338
390326921005999,17786732025
390326921005999,168926019255
390326921005999,5281959998
390326921005999,14516439825
390326921005999,253591661347566
287725274716637,48704475279
287725274716637,47650308975
287725274716637,52402386922
287725274716637,201755557239
287725274716637,37469599796
287725274716637,14516439825
287725274716637,37940325366
287725274716637,153491058028703
287725274716637,55290780338
186176348138047,55290780338
186176348138047,5281959998
186176348138047,19711808736
186176348138047,153491058028703
186176348138047,168926019255
47650308975,5281959998
47650308975,5832584410
47650308975,6185812851
47650308975,96060366743
47650308975,312424259859
47650308975,201755557239
343613632440654,168926019255
343613632440654,17786732025
127766813923573,37940325366
127766813923573,103509416013
12770210203,6115848166
12770210203,133148554015
12770210203,37940325366
12770210203,153612958024275
168926019255,256399545643
168926019255,120575041361708
168926019255,199504650087085
168926019255,62812941140
62812941140,153491058028703
62812941140,37940325366
62812941140,179877846431
62812941140,168926019255
133148554015,19440638720
133148554015,110668125657816
133148554015,11473432254
133148554015,333730193484
133148554015,37469599796
133148554015,112717032073158
133148554015,233778186637566
133148554015,19711808736
133148554015,112671502093586
133148554015,153612958024275
133148554015,106272216103254
133148554015,37940325366
17786732025,233778186637566
17786732025,179877846431
17786732025,352709974289
17786732025,25440929072
125533325520,153491058028703
232843448409,111376838888644
67955079694,5281959998
67955079694,176999952314969
67955079694,314077407675
67955079694,135183981456
67955079694,211934390170
67955079694,98934992430
67955079694,90726807687
67955079694,110092350139
67955079694,8646783651
67955079694,142271415829971
67955079694,5518834980
67955079694,71998012017
67955079694,9351577890
67955079694,8254939527
67955079694,39772141339
67955079694,70041190740
67955079694,120372675203
67955079694,1606969219532748
67955079694,60870934988
67955079694,59161656653
110092350139,5281959998
110092350139,176999952314969
110092350139,314077407675
110092350139,135183981456
110092350139,5518834980
110092350139,71998012017
110092350139,211934390170
110092350139,98934992430
110092350139,90726807687
110092350139,67955079694
110092350139,70041190740
110092350139,142271415829971
110092350139,9351577890
110092350139,8254939527
110092350139,39772141339
110092350139,120372675203
